title,intro,url,rating,star,star_time,comment,
傲骨贤妻 第一季,2009 / 美国 / 犯罪 剧情 悬疑 / 查尔斯·麦克道格 / 朱丽安娜· 玛格丽丝 乔西·查尔斯,https://movie.douban.com/subject/3754368/,9.1,5,2018.07.02 《傲骨贤妻第一季》🌟🌟🌟🌟🌟Will真的很帅。,,
波士顿法律 第二季,2005 / 美国 / 剧情 / Oz Scott / James Spader William Shatner,https://movie.douban.com/subject/3285407/,9.4,5,2018.07.02 《波士顿法律第二季》🌟🌟🌟🌟🌟Alan和Danny👍,,
波士顿法律 第一季,2004 / 美国 / 喜剧 犯罪 剧情 / 大卫·E·凯利 / 勒内·奥贝尔若努瓦 马克·瓦雷,https://movie.douban.com/subject/1754882/,9.2,5,2018.07.02 《波士顿法律第一季》🌟🌟🌟🌟🌟Alan可可爱爱。,,
傲慢与偏见,1995 / 英国 / 爱情 剧情 / 西蒙·兰顿 / 科林·费尔斯 詹妮弗·艾莉,https://movie.douban.com/subject/1301174/,9.3,5,2018.07.02 《傲慢与偏见》🌟🌟🌟🌟🌟Colin Firth是我心目中的达西本西。,,
匹诺曹,2014 / 韩国 / 剧情 爱情 / 赵秀沅 申承佑 / 李钟硕 朴信惠,https://movie.douban.com/subject/25928794/,8.3,4,2018.07.02 《皮诺曹》🌟🌟🌟🌟大二期末季和室友见缝插针追完。,,
胜者即是正义2,2013 / 日本 / 喜剧 悬疑 犯罪 / 石川淳一 城宝秀则 西坂瑞城 / 堺雅人 新垣结衣,https://movie.douban.com/subject/23997724/,9.4,4,2018.07.02 《胜者即是正义2》🌟🌟🌟🌟🌟笑点槽点都很足。,,
半泽直树,2013 / 日本 / 剧情 / 福泽克雄 棚泽孝义 田中健太 / 堺雅人 上户彩,https://movie.douban.com/subject/24697949/,9.2,5,2018.07.02 《半泽直树》🌟🌟🌟🌟🌟高中毕业后的暑假每周必追。,,
胜者即是正义,2012 / 日本 / 剧情 喜剧 犯罪 / 石川淳一 城宝秀则 / 堺雅人 新垣结衣,https://movie.douban.com/subject/10491666/,9.4,4,2018.07.02 《胜者即是正义》🌟🌟🌟🌟🌟鬼马古美门。,,
小别离,2016 / 中国大陆 / 剧情 家庭 / 汪俊 / 黄磊 海清,https://movie.douban.com/subject/26322639/,8.0,4,2018.07.02 《小别离》🌟🌟🌟🌟三个小朋友太可爱啦。,,
匆匆那年,2014 / 中国大陆 / 剧情 爱情 / 姚婷婷 / 杨玏 何泓姗,https://movie.douban.com/subject/25840705/,8.1,4,2018.07.02 《匆匆那年》🌟🌟🌟🌟很喜欢这部改编。,,
斯隆女士,2016 / 美国 法国 / 剧情 悬疑 / 约翰·马登 / 杰西卡·查斯坦 古古·姆巴塔-劳,https://movie.douban.com/subject/26703158/,8.8,4,2019.01.09 《斯隆女士》🌟🌟🌟🌟永远留有后手/至少五年的信任。,,
伯德小姐,2017 / 美国 / 剧情 家庭 / 格蕾塔·葛韦格 / 西尔莎·罗南 劳里·梅特卡夫,https://movie.douban.com/subject/26588314/,7.9,4,2018.11.21 《伯德小姐》🌟🌟🌟🌟-“我当然爱你。” -“那你喜欢我吗？”,,
请以你的名字呼唤我,2017 / 意大利 法国 巴西 美国 荷兰 德国 / 剧情 爱情 同性 / 卢卡·瓜达尼诺 / 艾米·汉莫 蒂莫西·柴勒梅德,https://movie.douban.com/subject/26799731/,8.9,5,2018.07.02 《请以你的名字呼唤我》🌟🌟🌟🌟🌟甜茶和意大利的夏天，真美好啊。,,
动物世界,2018 / 中国大陆 / 剧情 动作 冒险 / 韩延 / 李易峰 迈克尔·道格拉斯,https://movie.douban.com/subject/26925317/,7.2,3,2019.01.02 《动物世界》🌟🌟🌟赌场这一段戏👍,,
一吻定情2,2014 / 日本 / 剧情 爱情 / 小中和哉 二宮崇 / 矢作穗香 古川雄辉,https://movie.douban.com/subject/25738842/,7.7,2,2018.06.29 《一吻定情2》🌟🌟没有永田琴导演的第二部只能算是狗尾续貂。,,
一吻定情,2013 / 日本 / 剧情 喜剧 爱情 / 永田琴 阿部雅和 川野浩司 / 矢作穗香 古川雄辉,https://movie.douban.com/subject/21339675/,8.4,5,2018.06.29 《一吻定情》🌟🌟🌟🌟🌟高三下学期每周日的期待，打动了一颗十八岁的少女心。,,
英国式丑闻 第一季,2018 / 英国 / 剧情 传记 犯罪 / 斯蒂芬·弗雷斯 / 休·格兰特 本·卫肖,https://movie.douban.com/subject/27038857/,8.8,5,2018.06.08 《英国式丑闻》🌟🌟🌟🌟🌟社保卡真是贯穿始终哈哈哈。,,
傲骨之战 第一季,2017 / 美国 / 剧情 / 布鲁克·肯尼迪 / 克里斯汀·芭伦斯基 库什·珍宝,https://movie.douban.com/subject/26798481/,9.2,5,2018.05.28 《傲骨之战第一季》🌟🌟🌟🌟🌟TGF S1E1 Diane在她resigning party上回眸望向屏幕上她与Will的合照那一瞬，眼泪都要落下来。,,
傲骨之战 第二季,2018 / 美国 / 剧情 / 吉姆·麦凯 小詹姆斯·惠特摩 / 克里斯汀·芭伦斯基 库什·珍宝,https://movie.douban.com/subject/26997533/,9.4,5,2018.05.28 《傲骨之战第二季》🌟🌟🌟🌟🌟Queen Baranski!,,
假结婚,2009 / 美国 / 喜剧 剧情 爱情 / 安妮·弗莱彻 / 桑德拉·布洛克 瑞安·雷诺兹,https://movie.douban.com/subject/3011102/,7.2,3,2018.05.16 《假结婚》🌟🌟🌟高一的春夏之交看的这部片子。七年过去了，今天考完试回来，看到最新一期傲骨之战的结尾时，突然就想起这部影片，重新找出来看，还是觉得这一家子实在是太暖心了，奶奶和妈妈努力让爸爸支持和理解儿子、让儿子更加融入家庭。很想家T T看到影片末尾移民官员和Ramone的对话笑哭！,,
向往的生活 第一季,2017 / 中国大陆 / 真人秀 / 王征宇 / 何炅 黄磊,https://movie.douban.com/subject/26873657/,7.5,2,2018.04.29 《向往的生活第一季》🌟🌟两颗星给围着厨房忙了一季的黄老师和永远温情的何老师。“平凡人间烟火气 我希望胖一点 再胖一点”,,
忽而今夏,2018 / 中国大陆 / 剧情 / 吕赢 / 白宇 卜冠今,https://movie.douban.com/subject/27041389/,8.1,2,2018.06.08 《忽而今夏》🌟🌟不知道为什么国产剧的编剧们总是对于内心描写丰富的桥段有偏见，觉得没有戏剧冲突，然后改成这个鬼样子。两星给原著，没看到世界上最好看的侧脸，没看到觉得“所以我 求求你 别让我离开你”太卑微的何洛。,,
北京女子图鉴,2018 / 中国大陆 / 剧情 / 黎志 / 戚薇 魏大勋,https://movie.douban.com/subject/27176635/,6.2,3,2018.06.08 《北京女子图鉴》🌟🌟🌟没有同感。可能就像是本科同学所说的那样吧，“庆幸我们是以一个学生的身份生活在北京”，所以还来不及被生活打击就匆匆告别。,,
经常请吃饭的漂亮姐姐,2018 / 韩国 / 剧情 爱情 / 安畔锡 / 孙艺珍 丁海寅,https://movie.douban.com/subject/27663984/,7.6,4,2018.06.08 《经常请吃饭的漂亮姐姐》🌟🌟🌟🌟觉得结局很好啊，就是「经常请吃饭的漂亮姐姐」而已啦。,,
神探,2007 / 中国香港 / 动作 犯罪 悬疑 / 杜琪峰 韦家辉 / 刘青云 安志杰,https://movie.douban.com/subject/2027938/,8.5,5,2018.03.10 《神探》🌟🌟🌟🌟🌟刻画人物内心很精彩。,,
琅琊榜,2015 / 中国大陆 / 剧情 古装 / 孔笙 李雪 / 胡歌 刘涛,https://movie.douban.com/subject/25754848/,9.4,5,2018.02.04 《琅琊榜》🌟🌟🌟🌟🌟就很喜欢，景睿豫津、蒙大统领、小飞流、苏宅日常。,,
听见你的声音,2013 / 韩国 / 剧情 爱情 奇幻 / 赵秀沅 / 李宝英 李钟硕,https://movie.douban.com/subject/24702659/,8.7,4,2018.02.03 《听见你的声音》🌟🌟🌟🌟好喜欢宝英欧尼嗷。,,
琅琊榜之风起长林,2017 / 中国大陆 / 剧情 古装 / 孔笙 李雪 / 黄晓明 刘昊然,https://movie.douban.com/subject/26665065/,8.5,4,2018.02.18 《琅琊榜之风起长林》🌟🌟🌟🌟很喜欢林奚和世子妃。PS元启才是主角吧:(,,
你好，旧时光,2017 / 中国大陆 / 剧情 爱情 / 沙漠 / 李兰迪 张新成,https://movie.douban.com/subject/26581830/,8.6,3,2018.01.19 《你好，旧时光》🌟🌟🌟不算是精彩的改编，只是一部重新演绎的校园剧。,,
真爱至上,2003 / 英国 美国 法国 / 喜剧 剧情 爱情 / 理查德·柯蒂斯 / 休·格兰特 科林·费尔斯,https://movie.douban.com/subject/1292401/,8.6,5,2017.12.25 《真爱至上》🌟🌟🌟🌟🌟在伦敦的第一个圣诞。Feliz Navidad🎄,,
明星大侦探 第二季,2017 / 中国大陆 / 犯罪 悬疑 真人秀 / 何忱 / 何炅 撒贝宁,https://movie.douban.com/subject/26821378/,9.0,3,2017.12.09 《明星大侦探第二季》🌟🌟🌟一个、两个、三个小朋友…...,,
寻梦环游记,2017 / 美国 / 喜剧 动画 奇幻 / 李·昂克里奇 阿德里安·莫利纳 / 安东尼·冈萨雷斯 盖尔·加西亚·贝纳尔,https://movie.douban.com/subject/20495023/,9.1,5,2018.02.02 《寻梦环游记》🌟🌟🌟🌟🌟大概是周围最晚看到coco的人之一了。小时候妈妈让我学唱歌学琴学打羽毛球，说是为了让我在难过的时候可以在音乐和运动中找到支撑自己往前走的力量。但我觉得受益最大的绝对是学语言、感受文化。墨西哥亡灵节，对亲人的追思，非常感动。,,
当你沉睡时,2017 / 韩国 / 爱情 奇幻 / 吴庆焕 朴秀真 / 李钟硕 裴秀智,https://movie.douban.com/subject/26887064/,8.3,5,2017.12.09 《当你沉睡时》🌟🌟🌟🌟🌟喜欢男主女主男二还有大叔之间的羁绊，太感动。,,
今生是第一次,2017 / 韩国 / 剧情 喜剧 爱情 / 朴俊和 / 李民基 郑素敏,https://movie.douban.com/subject/27103757/,8.5,4,2017.12.09 《今生是第一次》🌟🌟🌟🌟想养猫猫。,,
白夜追凶,2017 / 中国大陆 / 剧情 犯罪 悬疑 / 王伟 / 潘粤明 王龙正,https://movie.douban.com/subject/26883064/,9.0,5,2017.10.12 《白夜追凶》🌟🌟🌟🌟🌟为潘老师打call！弟弟最后那个坏坏的笑😏期待下一季。,,
异星觉醒,2017 / 英国 美国 / 科幻 惊悚 恐怖 / 丹尼尔·伊斯皮诺萨 / 杰克·吉伦哈尔 丽贝卡·弗格森,https://movie.douban.com/subject/26718838/,6.5,3,2017.05.21 《异星觉醒》🌟🌟🌟怪物长得很套路…...结局好绝望🙄,,
摔跤吧！爸爸,2016 / 印度 / 剧情 传记 运动 / 涅提·蒂瓦里 / 阿米尔·汗 法缇玛·萨那·纱卡,https://movie.douban.com/subject/26387939/,9.0,5,2017.05.10 《摔跤吧！爸爸》🌟🌟🌟🌟🌟故事的原型很像某老师啊。,,
喜欢你,2017 / 中国大陆 中国香港 / 喜剧 爱情 / 许宏宇 / 金城武 周冬雨,https://movie.douban.com/subject/26816383/,6.7,3,2017.04.26 《喜欢你》🌟🌟🌟（吃饱饭后）看得好开心。陈老师的歌好听喔！,,
长大,2015 / 中国大陆 / 剧情 爱情 / 林妍 / 白百何 陆毅,https://movie.douban.com/subject/25777370/,7.6,4,2017.04.09 《长大》🌟🌟🌟🌟白百何真少女啊。,,
绑架者,2017 / 中国大陆 中国台湾 中国香港 / 动作 犯罪 / 徐静蕾 杨翌舒 / 白百何 黄立行,https://movie.douban.com/subject/26602933/,4.8,2,2017.04.03 《绑架》🌟🌟反转时全场都笑了:(,,
人民的名义,2017 / 中国大陆 / 剧情 犯罪 悬疑 / 李路 / 陆毅 柯蓝,https://movie.douban.com/subject/26727273/,8.3,5,2017.12.09 《人民的名义》🌟🌟🌟🌟🌟现实中这些人的做派堪称国家一级演员。,,
美女与野兽,2017 / 美国 / 爱情 奇幻 歌舞 / 比尔·康顿 / 艾玛·沃森 丹·史蒂文斯,https://movie.douban.com/subject/25900945/,7.1,3,2017.03.23 《美女与野兽》🌟🌟🌟好梦幻啊。,,
一条狗的使命,2017 / 美国 / 剧情 喜剧 家庭 / 拉斯·霍尔斯道姆 / 乔什·加德 布丽特·罗伯森,https://movie.douban.com/subject/6873143/,7.7,5,2017.03.06 《一条狗的使命》🌟🌟🌟🌟🌟十岁时我拥有了自己的第一只狗狗。之后十年漫长相伴，在我二十岁时她离开我。如果能像电影里再次遇见，我会不会认得她？或者无论她在哪里，愿珍重千万千万。,,
欢乐好声音,2016 / 美国 / 喜剧 动画 歌舞 / 加斯·詹宁斯 克里斯托夫·卢尔德莱 / 马修·麦康纳 瑞茜·威瑟斯彭,https://movie.douban.com/subject/26354572/,8.1,3,2017.03.01 《欢乐好声音》🌟🌟🌟大家都毛茸茸的，想撸头毛😈,,
生化危机：终章,2016 / 美国 德国 法国 加拿大 南非 澳大利亚 英国 日本 中国大陆 / 动作 科幻 恐怖 / 保罗·安德森 / 米拉·乔沃维奇 伊恩·格雷,https://movie.douban.com/subject/20471852/,6.5,3,2017.03.01 《生化危机》🌟🌟🌟女主好英气。全程捂着半面屏幕看完的T T,,
我们这一天 第一季,2016 / 美国 / 剧情 家庭 / 约翰·里夸 格伦·费卡拉 肯·奥林 小乔治·提尔曼 克雷格·齐斯克 西拉斯·霍华德 莎拉·皮亚·安德森 乌塔·布里兹维茨 海伦·亨特 蒂莫西·布斯菲尔德 克里斯·科赫 温蒂·斯坦齐勒 / 曼迪·摩尔 米洛·文堤米利亚,https://movie.douban.com/subject/26794215/,9.5,5,2017.12.09 《我们这一天》🌟🌟🌟🌟🌟好几集都看到泪奔。喜欢这一家子。,,
爱乐之城,2016 / 美国 / 剧情 爱情 歌舞 / 达米恩·查泽雷 / 瑞恩·高斯林 艾玛·斯通,https://movie.douban.com/subject/25934014/,8.4,4,2017.02.11 《爱乐之城》🌟🌟🌟🌟所谓浪漫，就是没有后来。,,
最好的我们,2016 / 中国大陆 / 剧情 爱情 / 刘畅 / 刘昊然 谭松韵,https://movie.douban.com/subject/26602244/,8.9,3,2017.02.07 《最好的我们》🌟🌟🌟松韵等一众演员的确惊艳。但编剧的笔力不及也很明显。单纯冗长的快乐容易腻烦，只留四集给他们的高三和此后七年，虎头蛇尾。编剧大笔一挥，镜头一转时间呼啸而过。,,
天黑请闭眼,2016 / 中国台湾 / 悬疑 惊悚 / 陈玉勋 柯贞年 / 简嫚书 张书豪,https://movie.douban.com/subject/26853455/,7.4,3,2017.12.09 《天黑请闭眼》🌟🌟🌟每周跟大家一起推理很有趣，但有些烂尾。,,
老表三贱客,2011 / 西班牙 / 喜剧 / 丹尼尔·桑切斯·阿雷瓦洛 / 基姆·古铁雷斯 茵玛·奎斯塔,https://movie.douban.com/subject/5157037/,7.4,3,2016.12.30 《老表三贱客》🌟🌟🌟笑点都是板鸭套路，不过还算温情。,,
血战钢锯岭,2016 / 澳大利亚 美国 / 剧情 传记 历史 / 梅尔·吉布森 / 安德鲁·加菲尔德 萨姆·沃辛顿,https://movie.douban.com/subject/26325320/,8.7,4,2016.12.08 《血战钢锯岭》🌟🌟🌟🌟泪目。,,
谜一样的双眼,2009 / 阿根廷 西班牙 / 剧情 爱情 犯罪 / 胡安·何塞·坎帕内利亚 / 里卡多·达林 索蕾达·维拉米尔,https://movie.douban.com/subject/4066125/,8.3,5,2016.12.04 《谜一样的双眼》🌟🌟🌟🌟🌟谁囚禁了谁？,,
你的名字。,2016 / 日本 / 剧情 爱情 动画 / 新海诚 / 神木隆之介 上白石萌音,https://movie.douban.com/subject/26683290/,8.5,4,2016.12.03 《你的名字》🌟🌟🌟🌟陪老王看。,,
我们是贵族,2013 / 墨西哥 / 喜剧 / 盖瑞·阿拉兹拉奇 / 贡萨洛·维加 卡拉·索萨,https://movie.douban.com/subject/23165672/,6.6,3,2016.10.30 《我们是贵族》🌟🌟🌟2333老爸👍。,,
七月与安生,2016 / 中国大陆 中国香港 / 剧情 爱情 / 曾国祥 / 周冬雨 马思纯,https://movie.douban.com/subject/25827935/,7.6,4,2016.09.29 《七月与安生》🌟🌟🌟🌟女孩子之间的友情，可以有很多个故事。,,
我可能不会爱你,2011 / 中国台湾 / 爱情 / 瞿友宁 / 林依晨 陈柏霖,https://movie.douban.com/subject/6129693/,8.9,4,2016.08.06 《我可能不会爱你》🌟🌟🌟🌟程又青非常狮子座。心疼Maggie。,,
树大招风,2016 / 中国香港 中国大陆 / 动作 犯罪 / 许学文 欧文杰 黄伟杰 / 林家栋 任贤齐,https://movie.douban.com/subject/26265170/,8.1,3,2019.03.25 《树大招风》🌟🌟🌟山雨欲来。,,
大空头,2015 / 美国 / 剧情 传记 / 亚当·麦凯 / 克里斯蒂安·贝尔 史蒂夫·卡瑞尔,https://movie.douban.com/subject/26303622/,8.5,4,2019.03.25 《大空头》🌟🌟🌟🌟精彩剪辑。历史总会重演。,,
我的恐怖妻子,2016 / 日本 / 剧情 悬疑 / 三宅喜重 国本雅广 / 伊藤英明 木村佳乃,https://movie.douban.com/subject/26741568/,9.1,4,2016.06.24 《我的恐怖妻子》🌟🌟🌟🌟哈哈哈英镑贬值、日元升值，骗保已经不再是十六亿日元。,,
海底总动员2：多莉去哪儿,2016 / 美国 / 喜剧 动画 冒险 / 安德鲁·斯坦顿 安格斯·麦克莱恩 / 艾伦·德杰尼勒斯 艾伯特·布鲁克斯,https://movie.douban.com/subject/11524967/,7.6,4,2016.06.19 《海底总动员2》🌟🌟🌟🌟哈哈哈哈哈石头上晒太阳的海狮；鲸鲨太美；回声定位太搞笑；看到多莉爸妈用贝壳铺起回家路瞬时泪奔。,,
岁月的童话,1991 / 日本 / 剧情 爱情 动画 / 高畑勋 / 今井美树 柳叶敏郎,https://movie.douban.com/subject/1291588/,8.6,4,2016.11.28 《岁月的童话》🌟🌟🌟🌟“晴天、阴天、下雨天，你更喜欢哪一种天气？”,,
侏罗纪世界,2015 / 美国 / 动作 科幻 冒险 / 科林·特雷沃罗 / 克里斯·帕拉特 布莱丝·达拉斯·霍华德,https://movie.douban.com/subject/10440138/,7.7,3,2015.12.12 《侏罗纪世界》🌟🌟🌟特效很…...骇人。翼龙飞来时的恐惧历历在目。,,
破风,2015 / 中国香港 中国大陆 / 剧情 运动 / 林超贤 / 彭于晏 窦骁,https://movie.douban.com/subject/25853727/,7.3,4,2015.12.12 《破风》🌟🌟🌟🌟公路赛全景很美。沙漠赛里的互助很温情。,,
我的少女时代,2015 / 中国台湾 / 喜剧 爱情 / 陈玉珊 / 宋芸桦 王大陆,https://movie.douban.com/subject/26366465/,7.8,4,2015.12.12 《我的少女时代》🌟🌟🌟🌟看到在小卖店里徐太宇把林真心推向她喜欢的男生时忍不住流泪。,,
回归,2006 / 西班牙 / 喜剧 犯罪 剧情 / 佩德罗·阿莫多瓦 / 佩内洛普·克鲁兹 卡门·毛拉,https://movie.douban.com/subject/1689787/,8.2,4,2015.12.12 《回归》🌟🌟🌟🌟西班牙人很套路的叙事结构，太fuerte。,,
伊娃,2011 / 西班牙 / 剧情 科幻 奇幻 / 凯克·麦罗 / 丹尼尔·布鲁赫 玛尔塔·埃图拉,https://movie.douban.com/subject/3231823/,6.9,4,2015.12.12 《伊娃》🌟🌟🌟🌟如果可以永不知晓。,,
火星救援,2015 / 英国 美国 匈牙利 约旦 / 剧情 科幻 冒险 / 雷德利·斯科特 / 马特·达蒙 杰西卡·查斯坦,https://movie.douban.com/subject/25864085/,8.5,4,2015.12.12 《火星救援》🌟🌟🌟🌟想吃土豆。,,
左耳,2015 / 中国大陆 / 剧情 爱情 / 苏有朋 / 陈都灵 欧豪,https://movie.douban.com/subject/25745752/,5.6,2,2015.12.12 《左耳》🌟🌟杨洋真适合演乖乖校草。,,
我是证人,2015 / 中国大陆 韩国 / 剧情 犯罪 悬疑 / 安相勋 / 杨幂 鹿晗,https://movie.douban.com/subject/26313973/,6.3,3,2015.12.12 《我是证人》🌟🌟🌟最戳中我的是梁聪尤克里里的线索，姐姐的爱与期望、弟弟对姐姐的抱怨和真正面临死亡的恐慌、林冲的安慰和最恒久不息的“姐 快站起来”。弟弟的笑长留，最终小星才能真正有底气对唐峥喊出那句“我和你不一样”啊。,,
亲爱的,2014 / 中国大陆 中国香港 / 剧情 家庭 / 陈可辛 / 黄渤 佟大为,https://movie.douban.com/subject/25798222/,8.4,4,2015.12.12 《亲爱的》🌟🌟🌟🌟看得太难过了。,,
十二公民,2014 / 中国大陆 / 剧情 / 徐昂 / 何冰 韩童生,https://movie.douban.com/subject/24875534/,8.4,3,2015.12.12 《十二公民》🌟🌟🌟冲突好看。,,
滚蛋吧！肿瘤君,2015 / 中国大陆 / 喜剧 爱情 / 韩延 / 白百何 吴彦祖,https://movie.douban.com/subject/26289144/,7.4,3,2015.12.12 《滚蛋吧！肿瘤君》🌟🌟🌟大影节上白百何举着奖杯说：“熊，你看到了吗？”,,
西游记之大圣归来,2015 / 中国大陆 / 剧情 动画 奇幻 / 田晓鹏 / 张磊 林子杰,https://movie.douban.com/subject/26277313/,8.3,4,2015.12.12 《西游记之大圣归来》🌟🌟🌟🌟又好笑又好哭。大圣吃桃儿看起来好香xD,,
烈日灼心,2015 / 中国大陆 / 剧情 犯罪 悬疑 / 曹保平 / 邓超 段奕宏,https://movie.douban.com/subject/24719063/,8.2,3,2015.12.12 《烈日灼心》🌟🌟🌟老段YYDS,,
捉妖记,2015 / 中国大陆 中国香港 / 喜剧 奇幻 古装 / 许诚毅 / 白百何 井柏然,https://movie.douban.com/subject/25723907/,6.7,3,2015.12.12 《捉妖记》🌟🌟🌟胡巴好萌！,,
再见列宁,2003 / 德国 / 剧情 喜剧 / 沃尔夫冈·贝克 / 丹尼尔·布鲁赫 卡特琳·萨斯,https://movie.douban.com/subject/1292055/,8.8,5,2015.12.12 《再见列宁》🌟🌟🌟🌟🌟中学历史老师放的片子。,,
初恋这件小事,2010 / 泰国 / 剧情 喜剧 爱情 / 普特鹏·普罗萨卡·那·萨克那卡林 华森·波克彭 / 平采娜·乐维瑟派布恩 马里奥·毛瑞尔,https://movie.douban.com/subject/4739952/,8.4,3,2015.12.12 《初恋这件小事》🌟🌟🌟小水和学长原来是双向奔赴。,,
星际穿越,2014 / 美国 英国 加拿大 / 剧情 科幻 冒险 / 克里斯托弗·诺兰 / 马修·麦康纳 安妮·海瑟薇,https://movie.douban.com/subject/1889243/,9.4,5,2015.12.12 《星际穿越》🌟🌟🌟🌟🌟看得泪流满面。,,
哈利·波特与魔法石,2001 / 美国 英国 / 奇幻 冒险 / 克里斯·哥伦布 / 丹尼尔·雷德克里夫 艾玛·沃森,https://movie.douban.com/subject/1295038/,9.1,5,2015.12.12 《哈利波特与魔法石》🌟🌟🌟🌟🌟小赫敏真是一本正经得可爱xxxD,,
辩护人,2013 / 韩国 / 剧情 / 杨宇硕 / 宋康昊 金英爱,https://movie.douban.com/subject/21937445/,9.2,5,2015.12.12 《辩护人》🌟🌟🌟🌟🌟法学院一年级时看的电影。2021年9月29日，经历了法学院和国际关系学院七年教育，一年IGO实习，再回头看自己，是否被环境改变了呢？（前）同事兼好友这样对我说，“希望今后尽职尽责、有高尚且纯粹的学术追求同时，也可以保护自己。要擦亮双眼，收获智慧，才能（省略），完成心中最想追求的事业。”,,
熔炉,2011 / 韩国 / 剧情 / 黄东赫 / 孔刘 郑有美,https://movie.douban.com/subject/5912992/,9.3,5,2015.12.12 《熔炉》🌟🌟🌟🌟🌟看得难过又无力。,,
窃听风暴,2006 / 德国 / 剧情 悬疑 / 弗洛里安·亨克尔·冯·多纳斯马尔克 / 乌尔里希·穆埃 马蒂娜·格德克,https://movie.douban.com/subject/1900841/,9.2,5,2015.12.12 《窃听风暴》🌟🌟🌟🌟🌟中学历史老师放的片子。,,
楚门的世界,1998 / 美国 / 剧情 科幻 / 彼得·威尔 / 金·凯瑞 劳拉·琳妮,https://movie.douban.com/subject/1292064/,9.3,4,2015.12.12 《楚门的世界》🌟🌟🌟🌟🌟所以你敢于走出来吗？,,
当幸福来敲门,2006 / 美国 / 剧情 传记 家庭 / 加布里埃莱·穆奇诺 / 威尔·史密斯 贾登·史密斯,https://movie.douban.com/subject/1849031/,9.2,4,2015.12.12 《当幸福来敲门》🌟🌟🌟🌟很治愈。,,
辛德勒的名单,1993 / 美国 / 剧情 历史 战争 / 史蒂文·斯皮尔伯格 / 连姆·尼森 本·金斯利,https://movie.douban.com/subject/1295124/,9.5,5,2015.12.12 《辛德勒的名单》🌟🌟🌟🌟🌟愿世界和平。所有人都不该承受战争的苦痛。,,
阿甘正传,1994 / 美国 / 剧情 爱情 / 罗伯特·泽米吉斯 / 汤姆·汉克斯 罗宾·怀特,https://movie.douban.com/subject/1292720/,9.5,4,2015.12.12 《阿甘正传》🌟🌟🌟🌟跑下去吧。,,
再见列宁,,https://movie.douban.com/subject/1309046/,0.0,5,高中历史自习时全班一起看，记得震撼。,,
夏洛特烦恼,2015 / 中国大陆 / 喜剧 爱情 / 闫非 彭大魔 / 沈腾 马丽,https://movie.douban.com/subject/25964071/,7.7,3,2015.12.12 《夏洛特烦恼》🌟🌟🌟影厅里观众的笑声撑起整部电影的笑点。,,
解救吾先生,2015 / 中国大陆 / 剧情 犯罪 / 丁晟 / 刘德华 刘烨,https://movie.douban.com/subject/25798448/,7.7,3,2015.12.12 《解救吾先生》🌟🌟🌟王千源演得真好。,,
头脑特工队,2015 / 美国 / 喜剧 动画 冒险 / 彼特·道格特 罗纳尔多·德尔·卡门 / 艾米·波勒 菲利丝·史密斯,https://movie.douban.com/subject/10533913/,8.8,4,2015.12.12 《头脑特工队》🌟🌟🌟🌟从Pingpong为了让Joy冲上去自己撤下小旧火车永远留在废弃物开始彻底泪奔。故事的结尾茉莉的情感球不再是单一色彩单一情感，而变成了多种颜色混合、多种情感交汇，感到安慰。,,
小时代2：青木时代,2013 / 中国大陆 中国台湾 / 剧情 喜剧 爱情 / 郭敬明 / 杨幂 柯震东,https://movie.douban.com/subject/24721493/,5.0,2,2013.08.09 《小时代2》🌟🌟和越越一起看完。回家路上脑海里一直是她们一起奔跑。,,